date,ward,precinct,race,type,candidate,votes
2016-11-08,03,06,PRESIDENT,HOUSE VOTES,CLINTON/KAINE,0
2016-11-08,03,06,PRESIDENT,HOUSE VOTES,TRUMP/PENCE,0
2016-11-08,03,06,PRESIDENT,HOUSE VOTES,JOHNSON/WELD,0
2016-11-08,03,06,PRESIDENT,Total,CLINTON/KAINE,346
2016-11-08,03,06,PRESIDENT,Total,TRUMP/PENCE,8
2016-11-08,03,06,PRESIDENT,Total,JOHNSON/WELD,2
2016-11-08,03,07,PRESIDENT,Polling,CLINTON/KAINE,448
2016-11-08,03,07,PRESIDENT,Polling,TRUMP/PENCE,16
2016-11-08,03,07,PRESIDENT,Polling,JOHNSON/WELD,6
2016-11-08,03,07,PRESIDENT,ABSENTEE,CLINTON/KAINE,36
2016-11-08,03,07,PRESIDENT,ABSENTEE,TRUMP/PENCE,0
2016-11-08,03,07,PRESIDENT,ABSENTEE,JOHNSON/WELD,0
2016-11-08,03,07,PRESIDENT,PROVISIONAL,CLINTON/KAINE,0
2016-11-08,03,07,PRESIDENT,PROVISIONAL,TRUMP/PENCE,0
2016-11-08,03,07,PRESIDENT,PROVISIONAL,JOHNSON/WELD,0
2016-11-08,03,07,PRESIDENT,HOUSE VOTES,CLINTON/KAINE,1
2016-11-08,03,07,PRESIDENT,HOUSE VOTES,TRUMP/PENCE,0
2016-11-08,03,07,PRESIDENT,HOUSE VOTES,JOHNSON/WELD,0
2016-11-08,03,07,PRESIDENT,Total,CLINTON/KAINE,485
2016-11-08,03,07,PRESIDENT,Total,TRUMP/PENCE,16
2016-11-08,03,07,PRESIDENT,Total,JOHNSON/WELD,6
2016-11-08,03,08,PRESIDENT,Polling,CLINTON/KAINE,258
2016-11-08,03,08,PRESIDENT,Polling,TRUMP/PENCE,2
2016-11-08,03,08,PRESIDENT,Polling,JOHNSON/WELD,1
2016-11-08,03,08,PRESIDENT,ABSENTEE,CLINTON/KAINE,29
2016-11-08,03,08,PRESIDENT,ABSENTEE,TRUMP/PENCE,2
2016-11-08,03,08,PRESIDENT,ABSENTEE,JOHNSON/WELD,0
2016-11-08,03,08,PRESIDENT,PROVISIONAL,CLINTON/KAINE,0
2016-11-08,03,08,PRESIDENT,PROVISIONAL,TRUMP/PENCE,0
2016-11-08,03,08,PRESIDENT,PROVISIONAL,JOHNSON/WELD,0
2016-11-08,03,08,PRESIDENT,HOUSE VOTES,CLINTON/KAINE,0
2016-11-08,03,08,PRESIDENT,HOUSE VOTES,TRUMP/PENCE,0
2016-11-08,03,08,PRESIDENT,HOUSE VOTES,JOHNSON/WELD,0
2016-11-08,03,08,PRESIDENT,Total,CLINTON/KAINE,287
2016-11-08,03,08,PRESIDENT,Total,TRUMP/PENCE,4
2016-11-08,03,08,PRESIDENT,Total,JOHNSON/WELD,1
2016-11-08,03,09,PRESIDENT,Polling,CLINTON/KAINE,202
2016-11-08,03,09,PRESIDENT,Polling,TRUMP/PENCE,33
2016-11-08,03,09,PRESIDENT,Polling,JOHNSON/WELD,8
2016-11-08,03,09,PRESIDENT,ABSENTEE,CLINTON/KAINE,30
2016-11-08,03,09,PRESIDENT,ABSENTEE,TRUMP/PENCE,21
2016-11-08,03,09,PRESIDENT,ABSENTEE,JOHNSON/WELD,3
2016-11-08,03,09,PRESIDENT,PROVISIONAL,CLINTON/KAINE,0
2016-11-08,03,09,PRESIDENT,PROVISIONAL,TRUMP/PENCE,0
2016-11-08,03,09,PRESIDENT,PROVISIONAL,JOHNSON/WELD,0
2016-11-08,03,09,PRESIDENT,HOUSE VOTES,CLINTON/KAINE,1
2016-11-08,03,09,PRESIDENT,HOUSE VOTES,TRUMP/PENCE,0
2016-11-08,03,09,PRESIDENT,HOUSE VOTES,JOHNSON/WELD,0
2016-11-08,03,09,PRESIDENT,Total,CLINTON/KAINE,233
